,image_path,labels,labels_norm
85,./data/densepose-out\12021007-processed\000061_IUV.png,84.74885751425,10
86,./data/densepose-out\12021007-processed\000062_IUV.png,84.74885751425,10
87,./data/densepose-out\12021007-processed\000063_IUV.png,84.74885751425,10
88,./data/densepose-out\12026405-processed\000053_IUV.png,77.1938400448124,8
89,./data/densepose-out\12026405-processed\000054_IUV.png,77.1938400448124,8
90,./data/densepose-out\12026405-processed\000055_IUV.png,77.1938400448124,8
91,./data/densepose-out\12026405-processed\000056_IUV.png,77.1938400448124,8
92,./data/densepose-out\12026405-processed\000057_IUV.png,77.1938400448124,8
93,./data/densepose-out\12026405-processed\000058_IUV.png,77.1938400448124,8
94,./data/densepose-out\12026405-processed\000059_IUV.png,77.1938400448124,8
95,./data/densepose-out\12026405-processed\000060_IUV.png,77.1938400448124,8
96,./data/densepose-out\12026405-processed\000061_IUV.png,77.1938400448124,8
97,./data/densepose-out\12026405-processed\000062_IUV.png,77.1938400448124,8
98,./data/densepose-out\12026405-processed\000063_IUV.png,77.1938400448124,8
99,./data/densepose-out\12112109-processed\000053_IUV.png,75.07288766535675,8
100,./data/densepose-out\12112109-processed\000054_IUV.png,75.07288766535675,8
101,./data/densepose-out\12112109-processed\000055_IUV.png,75.07288766535675,8
102,./data/densepose-out\12112109-processed\000056_IUV.png,75.07288766535675,8
103,./data/densepose-out\12112109-processed\000057_IUV.png,75.07288766535675,8
104,./data/densepose-out\12112109-processed\000058_IUV.png,75.07288766535675,8
105,./data/densepose-out\12112109-processed\000059_IUV.png,75.07288766535675,8
106,./data/densepose-out\12112109-processed\000060_IUV.png,75.07288766535675,8
107,./data/densepose-out\12112109-processed\000061_IUV.png,75.07288766535675,8
108,./data/densepose-out\12112109-processed\000062_IUV.png,75.07288766535675,8
109,./data/densepose-out\12112109-processed\000063_IUV.png,75.07288766535675,8
110,./data/densepose-out\12257507-processed\000053_IUV.png,62.133284639290245,5
111,./data/densepose-out\12257507-processed\000054_IUV.png,62.133284639290245,5
112,./data/densepose-out\12257507-processed\000055_IUV.png,62.133284639290245,5
113,./data/densepose-out\12257507-processed\000056_IUV.png,62.133284639290245,5
114,./data/densepose-out\12257507-processed\000057_IUV.png,62.133284639290245,5
115,./data/densepose-out\12257507-processed\000058_IUV.png,62.133284639290245,5
116,./data/densepose-out\12257507-processed\000059_IUV.png,62.133284639290245,5
117,./data/densepose-out\12257507-processed\000060_IUV.png,62.133284639290245,5
118,./data/densepose-out\12257507-processed\000061_IUV.png,62.133284639290245,5
119,./data/densepose-out\12257507-processed\000062_IUV.png,62.133284639290245,5
120,./data/densepose-out\12257507-processed\000063_IUV.png,62.133284639290245,5
121,./data/densepose-out\12262306-processed\000053_IUV.png,61.39248667646541,4
122,./data/densepose-out\12262306-processed\000054_IUV.png,61.39248667646541,4
123,./data/densepose-out\12262306-processed\000055_IUV.png,61.39248667646541,4
124,./data/densepose-out\12262306-processed\000056_IUV.png,61.39248667646541,4
125,./data/densepose-out\12262306-processed\000057_IUV.png,61.39248667646541,4
126,./data/densepose-out\12262306-processed\000058_IUV.png,61.39248667646541,4
127,./data/densepose-out\12262306-processed\000059_IUV.png,61.39248667646541,4
128,./data/densepose-out\12262306-processed\000060_IUV.png,61.39248667646541,4
129,./data/densepose-out\12262306-processed\000061_IUV.png,61.39248667646541,4
130,./data/densepose-out\12262306-processed\000062_IUV.png,61.39248667646541,4
131,./data/densepose-out\12262306-processed\000063_IUV.png,61.39248667646541,4
132,./data/densepose-out\12295809-processed\000078_IUV.png,102.7519164554348,15
133,./data/densepose-out\12295809-processed\000079_IUV.png,102.7519164554348,15
134,./data/densepose-out\12295809-processed\000080_IUV.png,102.7519164554348,15
135,./data/densepose-out\12295809-processed\000081_IUV.png,102.7519164554348,15
136,./data/densepose-out\12295809-processed\000082_IUV.png,102.7519164554348,15
137,./data/densepose-out\12295809-processed\000083_IUV.png,102.7519164554348,15
138,./data/densepose-out\12295809-processed\000084_IUV.png,102.7519164554348,15
139,./data/densepose-out\12295809-processed\000085_IUV.png,102.7519164554348,15
140,./data/densepose-out\12295809-processed\000086_IUV.png,102.7519164554348,15
141,./data/densepose-out\12295809-processed\000087_IUV.png,102.7519164554348,15
142,./data/densepose-out\12295809-processed\000088_IUV.png,102.7519164554348,15
143,./data/densepose-out\12406503-processed\000052_IUV.png,88.17286702598886,11
144,./data/densepose-out\12406503-processed\000053_IUV.png,88.17286702598886,11
145,./data/densepose-out\12406503-processed\000054_IUV.png,88.17286702598886,11
146,./data/densepose-out\12406503-processed\000055_IUV.png,88.17286702598886,11
147,./data/densepose-out\12406503-processed\000056_IUV.png,88.17286702598886,11
148,./data/densepose-out\12406503-processed\000057_IUV.png,88.17286702598886,11
149,./data/densepose-out\12406503-processed\000058_IUV.png,88.17286702598886,11
150,./data/densepose-out\12406503-processed\000059_IUV.png,88.17286702598886,11
151,./data/densepose-out\12406503-processed\000060_IUV.png,88.17286702598886,11
152,./data/densepose-out\12406503-processed\000061_IUV.png,88.17286702598886,11
153,./data/densepose-out\12406503-processed\000062_IUV.png,88.17286702598886,11
154,./data/densepose-out\12526002-processed\000053_IUV.png,82.21418663880205,10
155,./data/densepose-out\12526002-processed\000054_IUV.png,82.21418663880205,10
156,./data/densepose-out\12526002-processed\000055_IUV.png,82.21418663880205,10
157,./data/densepose-out\12526002-processed\000056_IUV.png,82.21418663880205,10
158,./data/densepose-out\12526002-processed\000057_IUV.png,82.21418663880205,10
159,./data/densepose-out\12526002-processed\000058_IUV.png,82.21418663880205,10
160,./data/densepose-out\12526002-processed\000059_IUV.png,82.21418663880205,10
161,./data/densepose-out\12526002-processed\000060_IUV.png,82.21418663880205,10
162,./data/densepose-out\12526002-processed\000061_IUV.png,82.21418663880205,10
163,./data/densepose-out\12526002-processed\000062_IUV.png,82.21418663880205,10
164,./data/densepose-out\12526002-processed\000063_IUV.png,82.21418663880205,10
165,./data/densepose-out\12568803-processed\000053_IUV.png,74.70742870540795,8
166,./data/densepose-out\12568803-processed\000054_IUV.png,74.70742870540795,8
167,./data/densepose-out\12568803-processed\000055_IUV.png,74.70742870540795,8
168,./data/densepose-out\12568803-processed\000056_IUV.png,74.70742870540795,8
169,./data/densepose-out\12568803-processed\000057_IUV.png,74.70742870540795,8
170,./data/densepose-out\12568803-processed\000058_IUV.png,74.70742870540795,8
171,./data/densepose-out\12568803-processed\000059_IUV.png,74.70742870540795,8
172,./data/densepose-out\12568803-processed\000060_IUV.png,74.70742870540795,8
173,./data/densepose-out\12568803-processed\000061_IUV.png,74.70742870540795,8
174,./data/densepose-out\12568803-processed\000062_IUV.png,74.70742870540795,8
175,./data/densepose-out\12568803-processed\000063_IUV.png,74.70742870540795,8
176,./data/densepose-out\12584503-processed\000053_IUV.png,70.95870147644602,7
177,./data/densepose-out\12584503-processed\000054_IUV.png,70.95870147644602,7
178,./data/densepose-out\12584503-processed\000055_IUV.png,70.95870147644602,7
179,./data/densepose-out\12584503-processed\000056_IUV.png,70.95870147644602,7
180,./data/densepose-out\12584503-processed\000057_IUV.png,70.95870147644602,7
181,./data/densepose-out\12584503-processed\000058_IUV.png,70.95870147644602,7
182,./data/densepose-out\12584503-processed\000059_IUV.png,70.95870147644602,7
183,./data/densepose-out\12584503-processed\000060_IUV.png,70.95870147644602,7
184,./data/densepose-out\12584503-processed\000061_IUV.png,70.95870147644602,7
185,./data/densepose-out\12584503-processed\000062_IUV.png,70.95870147644602,7
186,./data/densepose-out\12584503-processed\000063_IUV.png,70.95870147644602,7
187,./data/densepose-out\12612904-processed\000078_IUV.png,85.32308898899659,10
188,./data/densepose-out\12612904-processed\000079_IUV.png,85.32308898899659,10
189,./data/densepose-out\12612904-processed\000080_IUV.png,85.32308898899659,10
190,./data/densepose-out\12612904-processed\000081_IUV.png,85.32308898899659,10
191,./data/densepose-out\12612904-processed\000082_IUV.png,85.32308898899659,10
192,./data/densepose-out\12612904-processed\000083_IUV.png,85.32308898899659,10
193,./data/densepose-out\12612904-processed\000084_IUV.png,85.32308898899659,10
194,./data/densepose-out\12612904-processed\000085_IUV.png,85.32308898899659,10
195,./data/densepose-out\12612904-processed\000086_IUV.png,85.32308898899659,10
196,./data/densepose-out\12612904-processed\000087_IUV.png,85.32308898899659,10
197,./data/densepose-out\12612904-processed\000088_IUV.png,85.32308898899659,10
198,./data/densepose-out\12642803-processed\000078_IUV.png,74.10904526666386,8
199,./data/densepose-out\12642803-processed\000079_IUV.png,74.10904526666386,8
200,./data/densepose-out\12642803-processed\000080_IUV.png,74.10904526666386,8
201,./data/densepose-out\12642803-processed\000081_IUV.png,74.10904526666386,8
202,./data/densepose-out\12642803-processed\000082_IUV.png,74.10904526666386,8
203,./data/densepose-out\12642803-processed\000083_IUV.png,74.10904526666386,8
204,./data/densepose-out\12642803-processed\000084_IUV.png,74.10904526666386,8
205,./data/densepose-out\12642803-processed\000085_IUV.png,74.10904526666386,8
206,./data/densepose-out\12642803-processed\000086_IUV.png,74.10904526666386,8
207,./data/densepose-out\12642803-processed\000087_IUV.png,74.10904526666386,8
208,./data/densepose-out\12642803-processed\000088_IUV.png,74.10904526666386,8
209,./data/densepose-out\12642804-processed\000053_IUV.png,76.2588645555962,8
210,./data/densepose-out\12642804-processed\000054_IUV.png,76.2588645555962,8
211,./data/densepose-out\12642804-processed\000055_IUV.png,76.2588645555962,8
212,./data/densepose-out\12642804-processed\000056_IUV.png,76.2588645555962,8
213,./data/densepose-out\12642804-processed\000057_IUV.png,76.2588645555962,8
214,./data/densepose-out\12642804-processed\000058_IUV.png,76.2588645555962,8
215,./data/densepose-out\12642804-processed\000059_IUV.png,76.2588645555962,8
216,./data/densepose-out\12642804-processed\000060_IUV.png,76.2588645555962,8
217,./data/densepose-out\12642804-processed\000061_IUV.png,76.2588645555962,8
218,./data/densepose-out\12642804-processed\000062_IUV.png,76.2588645555962,8
219,./data/densepose-out\12642804-processed\000063_IUV.png,76.2588645555962,8
220,./data/densepose-out\12662808-processed\000053_IUV.png,86.9765613362632,11
221,./data/densepose-out\12662808-processed\000054_IUV.png,86.9765613362632,11
222,./data/densepose-out\12662808-processed\000055_IUV.png,86.9765613362632,11
223,./data/densepose-out\12662808-processed\000056_IUV.png,86.9765613362632,11
224,./data/densepose-out\12662808-processed\000057_IUV.png,86.9765613362632,11
225,./data/densepose-out\12662808-processed\000058_IUV.png,86.9765613362632,11
226,./data/densepose-out\12662808-processed\000059_IUV.png,86.9765613362632,11
227,./data/densepose-out\12662808-processed\000060_IUV.png,86.9765613362632,11
228,./data/densepose-out\12662808-processed\000061_IUV.png,86.9765613362632,11
229,./data/densepose-out\12662808-processed\000062_IUV.png,86.9765613362632,11
230,./data/densepose-out\12662808-processed\000063_IUV.png,86.9765613362632,11
231,./data/densepose-out\12672202-processed\000078_IUV.png,62.046538044625215,5
232,./data/densepose-out\12672202-processed\000079_IUV.png,62.046538044625215,5
233,./data/densepose-out\12672202-processed\000080_IUV.png,62.046538044625215,5
234,./data/densepose-out\12672202-processed\000081_IUV.png,62.046538044625215,5
235,./data/densepose-out\12672202-processed\000082_IUV.png,62.046538044625215,5
236,./data/densepose-out\12672202-processed\000083_IUV.png,62.046538044625215,5
237,./data/densepose-out\12672202-processed\000084_IUV.png,62.046538044625215,5
238,./data/densepose-out\12672202-processed\000085_IUV.png,62.046538044625215,5
239,./data/densepose-out\12672202-processed\000086_IUV.png,62.046538044625215,5
240,./data/densepose-out\12672202-processed\000087_IUV.png,62.046538044625215,5
241,./data/densepose-out\12672202-processed\000088_IUV.png,62.046538044625215,5
242,./data/densepose-out\12672204-processed\000078_IUV.png,76.6035011342479,8
243,./data/densepose-out\12672204-processed\000079_IUV.png,76.6035011342479,8
244,./data/densepose-out\12672204-processed\000080_IUV.png,76.6035011342479,8
245,./data/densepose-out\12672204-processed\000081_IUV.png,76.6035011342479,8
246,./data/densepose-out\12672204-processed\000082_IUV.png,76.6035011342479,8
247,./data/densepose-out\12672204-processed\000083_IUV.png,76.6035011342479,8
248,./data/densepose-out\12672204-processed\000084_IUV.png,76.6035011342479,8
249,./data/densepose-out\12672204-processed\000085_IUV.png,76.6035011342479,8
250,./data/densepose-out\12672204-processed\000086_IUV.png,76.6035011342479,8
251,./data/densepose-out\12672204-processed\000087_IUV.png,76.6035011342479,8
252,./data/densepose-out\12672204-processed\000088_IUV.png,76.6035011342479,8
253,./data/densepose-out\12672501-processed\000053_IUV.png,95.52373198100672,13
254,./data/densepose-out\12672501-processed\000054_IUV.png,95.52373198100672,13
255,./data/densepose-out\12672501-processed\000055_IUV.png,95.52373198100672,13
256,./data/densepose-out\12672501-processed\000056_IUV.png,95.52373198100672,13
257,./data/densepose-out\12672501-processed\000057_IUV.png,95.52373198100672,13
258,./data/densepose-out\12672501-processed\000058_IUV.png,95.52373198100672,13
259,./data/densepose-out\12672501-processed\000059_IUV.png,95.52373198100672,13
260,./data/densepose-out\12672501-processed\000060_IUV.png,95.52373198100672,13
261,./data/densepose-out\12672501-processed\000061_IUV.png,95.52373198100672,13
262,./data/densepose-out\12672501-processed\000062_IUV.png,95.52373198100672,13
263,./data/densepose-out\12672501-processed\000063_IUV.png,95.52373198100672,13
264,./data/densepose-out\12702207-processed\000053_IUV.png,77.15815201522035,8
265,./data/densepose-out\12702207-processed\000054_IUV.png,77.15815201522035,8
266,./data/densepose-out\12702207-processed\000055_IUV.png,77.15815201522035,8
267,./data/densepose-out\12702207-processed\000056_IUV.png,77.15815201522035,8
268,./data/densepose-out\12702207-processed\000057_IUV.png,77.15815201522035,8
269,./data/densepose-out\12702207-processed\000058_IUV.png,77.15815201522035,8
270,./data/densepose-out\12702207-processed\000059_IUV.png,77.15815201522035,8
271,./data/densepose-out\12702207-processed\000060_IUV.png,77.15815201522035,8
272,./data/densepose-out\12702207-processed\000061_IUV.png,77.15815201522035,8
273,./data/densepose-out\12702207-processed\000062_IUV.png,77.15815201522035,8
274,./data/densepose-out\12702207-processed\000063_IUV.png,77.15815201522035,8
275,./data/densepose-out\12723008-processed\000053_IUV.png,76.34763844275375,8
276,./data/densepose-out\12723008-processed\000054_IUV.png,76.34763844275375,8
277,./data/densepose-out\12723008-processed\000055_IUV.png,76.34763844275375,8
278,./data/densepose-out\12723008-processed\000056_IUV.png,76.34763844275375,8
279,./data/densepose-out\12723008-processed\000057_IUV.png,76.34763844275375,8
280,./data/densepose-out\12723008-processed\000058_IUV.png,76.34763844275375,8
281,./data/densepose-out\12723008-processed\000059_IUV.png,76.34763844275375,8
282,./data/densepose-out\12723008-processed\000060_IUV.png,76.34763844275375,8
283,./data/densepose-out\12723008-processed\000061_IUV.png,76.34763844275375,8
284,./data/densepose-out\12723008-processed\000062_IUV.png,76.34763844275375,8
285,./data/densepose-out\12723008-processed\000063_IUV.png,76.34763844275375,8
286,./data/densepose-out\12734503-processed\000053_IUV.png,73.75502091473605,8
287,./data/densepose-out\12734503-processed\000054_IUV.png,73.75502091473605,8
288,./data/densepose-out\12734503-processed\000055_IUV.png,73.75502091473605,8
289,./data/densepose-out\12734503-processed\000056_IUV.png,73.75502091473605,8
290,./data/densepose-out\12734503-processed\000057_IUV.png,73.75502091473605,8
291,./data/densepose-out\12734503-processed\000058_IUV.png,73.75502091473605,8
292,./data/densepose-out\12734503-processed\000059_IUV.png,73.75502091473605,8
293,./data/densepose-out\12734503-processed\000060_IUV.png,73.75502091473605,8
294,./data/densepose-out\12734503-processed\000061_IUV.png,73.75502091473605,8
295,./data/densepose-out\12734503-processed\000062_IUV.png,73.75502091473605,8
296,./data/densepose-out\12734503-processed\000063_IUV.png,73.75502091473605,8
297,./data/densepose-out\12749802-processed\000078_IUV.png,69.94689248043511,7
298,./data/densepose-out\12749802-processed\000079_IUV.png,69.94689248043511,7
299,./data/densepose-out\12749802-processed\000080_IUV.png,69.94689248043511,7
300,./data/densepose-out\12749802-processed\000081_IUV.png,69.94689248043511,7
301,./data/densepose-out\12749802-processed\000082_IUV.png,69.94689248043511,7
302,./data/densepose-out\12749802-processed\000083_IUV.png,69.94689248043511,7
303,./data/densepose-out\12749802-processed\000084_IUV.png,69.94689248043511,7
304,./data/densepose-out\12749802-processed\000085_IUV.png,69.94689248043511,7
305,./data/densepose-out\12749802-processed\000086_IUV.png,69.94689248043511,7
306,./data/densepose-out\12749802-processed\000087_IUV.png,69.94689248043511,7
307,./data/densepose-out\12749802-processed\000088_IUV.png,69.94689248043511,7
308,./data/densepose-out\12776201-processed\000078_IUV.png,75.84350312985775,8
309,./data/densepose-out\12776201-processed\000079_IUV.png,75.84350312985775,8
310,./data/densepose-out\12776201-processed\000080_IUV.png,75.84350312985775,8
311,./data/densepose-out\12776201-processed\000081_IUV.png,75.84350312985775,8
312,./data/densepose-out\12776201-processed\000082_IUV.png,75.84350312985775,8
313,./data/densepose-out\12776201-processed\000083_IUV.png,75.84350312985775,8
314,./data/densepose-out\12776201-processed\000084_IUV.png,75.84350312985775,8
315,./data/densepose-out\12776201-processed\000085_IUV.png,75.84350312985775,8
316,./data/densepose-out\12776201-processed\000086_IUV.png,75.84350312985775,8
317,./data/densepose-out\12776201-processed\000087_IUV.png,75.84350312985775,8
318,./data/densepose-out\12776201-processed\000088_IUV.png,75.84350312985775,8
319,./data/densepose-out\12778708-processed\000053_IUV.png,68.6030908380578,6
320,./data/densepose-out\12778708-processed\000054_IUV.png,68.6030908380578,6
321,./data/densepose-out\12778708-processed\000055_IUV.png,68.6030908380578,6
322,./data/densepose-out\12778708-processed\000056_IUV.png,68.6030908380578,6
323,./data/densepose-out\12778708-processed\000057_IUV.png,68.6030908380578,6
324,./data/densepose-out\12778708-processed\000058_IUV.png,68.6030908380578,6
325,./data/densepose-out\12778708-processed\000059_IUV.png,68.6030908380578,6
326,./data/densepose-out\12778708-processed\000060_IUV.png,68.6030908380578,6
327,./data/densepose-out\12778708-processed\000061_IUV.png,68.6030908380578,6
328,./data/densepose-out\12778708-processed\000062_IUV.png,68.6030908380578,6
329,./data/densepose-out\12778708-processed\000063_IUV.png,68.6030908380578,6
330,./data/densepose-out\12832301-processed\000103_IUV.png,62.19011215005239,5
331,./data/densepose-out\12832301-processed\000104_IUV.png,62.19011215005239,5
332,./data/densepose-out\12832301-processed\000105_IUV.png,62.19011215005239,5
333,./data/densepose-out\12832301-processed\000106_IUV.png,62.19011215005239,5
334,./data/densepose-out\12832301-processed\000107_IUV.png,62.19011215005239,5
335,./data/densepose-out\12832301-processed\000108_IUV.png,62.19011215005239,5
336,./data/densepose-out\12832301-processed\000109_IUV.png,62.19011215005239,5
337,./data/densepose-out\12832301-processed\000110_IUV.png,62.19011215005239,5
338,./data/densepose-out\12832301-processed\000111_IUV.png,62.19011215005239,5
339,./data/densepose-out\12832301-processed\000112_IUV.png,62.19011215005239,5
340,./data/densepose-out\12832301-processed\000113_IUV.png,62.19011215005239,5
341,./data/densepose-out\12880106-processed\000053_IUV.png,63.683676891635045,5
342,./data/densepose-out\12880106-processed\000054_IUV.png,63.683676891635045,5
343,./data/densepose-out\12880106-processed\000055_IUV.png,63.683676891635045,5
344,./data/densepose-out\12880106-processed\000056_IUV.png,63.683676891635045,5
345,./data/densepose-out\12880106-processed\000057_IUV.png,63.683676891635045,5
346,./data/densepose-out\12880106-processed\000058_IUV.png,63.683676891635045,5
347,./data/densepose-out\12880106-processed\000059_IUV.png,63.683676891635045,5
348,./data/densepose-out\12880106-processed\000060_IUV.png,63.683676891635045,5
349,./data/densepose-out\12880106-processed\000061_IUV.png,63.683676891635045,5
350,./data/densepose-out\12880106-processed\000062_IUV.png,63.683676891635045,5
351,./data/densepose-out\12880106-processed\000063_IUV.png,63.683676891635045,5
352,./data/densepose-out\12903402-processed\000053_IUV.png,81.6561088686743,10
353,./data/densepose-out\12903402-processed\000054_IUV.png,81.6561088686743,10
354,./data/densepose-out\12903402-processed\000055_IUV.png,81.6561088686743,10
355,./data/densepose-out\12903402-processed\000056_IUV.png,81.6561088686743,10
356,./data/densepose-out\12903402-processed\000057_IUV.png,81.6561088686743,10
357,./data/densepose-out\12903402-processed\000058_IUV.png,81.6561088686743,10
358,./data/densepose-out\12903402-processed\000059_IUV.png,81.6561088686743,10
359,./data/densepose-out\12903402-processed\000060_IUV.png,81.6561088686743,10
360,./data/densepose-out\12903402-processed\000061_IUV.png,81.6561088686743,10
361,./data/densepose-out\12903402-processed\000062_IUV.png,81.6561088686743,10
362,./data/densepose-out\12903402-processed\000063_IUV.png,81.6561088686743,10
363,./data/densepose-out\12908107-processed\000053_IUV.png,80.18111269532929,9
364,./data/densepose-out\12908107-processed\000054_IUV.png,80.18111269532929,9
365,./data/densepose-out\12908107-processed\000055_IUV.png,80.18111269532929,9
366,./data/densepose-out\12908107-processed\000056_IUV.png,80.18111269532929,9
367,./data/densepose-out\12908107-processed\000057_IUV.png,80.18111269532929,9
368,./data/densepose-out\12908107-processed\000058_IUV.png,80.18111269532929,9
369,./data/densepose-out\12908107-processed\000059_IUV.png,80.18111269532929,9
370,./data/densepose-out\12908107-processed\000060_IUV.png,80.18111269532929,9
371,./data/densepose-out\12908107-processed\000061_IUV.png,80.18111269532929,9
372,./data/densepose-out\12908107-processed\000062_IUV.png,80.18111269532929,9
373,./data/densepose-out\12908107-processed\000063_IUV.png,80.18111269532929,9
374,./data/densepose-out\12977301-processed\000053_IUV.png,97.64540233497351,14
375,./data/densepose-out\12977301-processed\000054_IUV.png,97.64540233497351,14
376,./data/densepose-out\12977301-processed\000055_IUV.png,97.64540233497351,14
